0.012467871,lift_weight_1_25lbs-l-l,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.029823778,lunges_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.012907362,meander_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.017310293,normal_walk_1_1-8,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.009375747,normal_walk_1_2-5,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.01360149,normal_walk_1_0-6,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.013047752,normal_walk_1_skip,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.010050029,obstacle_walk_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.009882568,poses_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.010256408,push_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.015322446,side_shuffle_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.012260458,sit_to_stand_1_short-arm,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.010563289,squats_1_25lbs,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.028428735,stairs_1_1_up,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.034342218,stairs_1_2_down,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.013845392,turn_and_step_1_left-turn,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.011366527,twister_1,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.011080477,walk_backward_1_0-6,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle']"
0.01638505,dynamic_walk_1_butt-kicks,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.010066383,dynamic_walk_1_heel-walk,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
0.008488501,dynamic_walk_1_toe-walk,"['jump_1_vertical', 'jump_2_90-1', 'normal_walk_1_shuffle', 'dynamic_walk_1_high-knees']"
